College_Code,College_Name,Branch_Code,Branch_Name,Branch_Status,GOPENS_19,GOPENH_19,GOPENO_19,GSCS_19,GSCH_19,GSCO_19,GSTS_19,GSTH_19,GVJS_19,GVJH_19,GVJO_19,GNT1S_19,GNT1H_19,GNT1O_19,GNT2S_19,GNT2H_19,GNT2O_19,GNT3S_19,GNT3H_19,GNT3O_19,GOBCS_19,GOBCH_19,GOBCO_19,LOPENS_19,LOPENH_19,LOPENO_19,LSCS_19,LSCH_19,LSCO_19,LSTS_19,LSTH_19,LVJS_19,LVJH_19,LNT1S_19,LNT1H_19,LNT2S_19,LNT2H_19,LOBCS_19,LOBCH_19,LOBCO_19,PWDOPENS_19,PWDOPENH_19,DEFOPENS_19,TFWS_19,EWS_19,DEFOBCS_19,MI_19,LNT3S_19,LNT3H_19,GOPENS_20,GOPENH_20,GOPENO_20,GSCS_20,GSCH_20,GSCO_20,GSTS_20,GSTH_20,GVJS_20,GVJH_20,GNT1S_20,GNT1H_20,GNT1O_20,GNT2S_20,GNT2H_20,GNT2O_20,GNT3S_20,GNT3H_20,GOBCS_20,GOBCH_20,GOBCO_20,LOPENS_20,LOPENH_20,LOPENO_20,LSCS_20,LSCH_20,LSCO_20,LSTS_20,LSTH_20,LVJS_20,LVJH_20,LNT1S_20,LNT1H_20,LNT2S_20,LNT2H_20,LOBCS_20,LOBCH_20,LOBCO_20,PWDOPENS_20,PWDOPENH_20,DEFOPENS_20,TFWS_20,DEFROBCS_20,EWS_20,DEFRSCS_20,MI_20,LNT3S_20,LNT3H_20,GOPENS,GOPENH,GOPENO,GSCS,GSCH,GSCO,GSTS,GSTH,GSTO,GVJS,GVJH,GNT1S,GNT1H,GNT2S,GNT2H,GNT2O,GNT3S,GNT3H,GOBCS,GOBCH,GOBCO,LOPENS,LOPENH,LOPENO,LSCS,LSCH,LSCO,LSTS,LSTH,LVJS,LVJH,LNT1S,LNT1H,LNT2S,LNT2H,LOBCS,LOBCH,LOBCO,PWDOPENS,PWDOPENH,DEFOPENS,TFWS,DEFROBCS,EWS,DEFRSCS,DEFOBCS,MI,LNT3S,GOPENS_22,GOPENH_22,GOPENO_22,GSCS_22,GSCH_22,GSCO_22,GSTS_22,GSTH_22,GSTO_22,GVJS_22,GVJH_22,GVJO_22,GNT1S_22,GNT1H_22,GNT1O_22,GNT2S_22,GNT2H_22,GNT2O_22,GNT3S_22,GNT3H_22,GOBCS_22,GOBCH_22,GOBCO_22,LOPENS_22,LOPENH_22,LOPENO_22,LSCS_22,LSCH_22,LSCO_22,LSTS_22,LSTH_22,LVJS_22,LVJH_22,LNT1S_22,LNT1H_22,LNT2S_22,LNT2H_22,LOBCS_22,LOBCH_22,LOBCO_22,PWDOPENS_22,PWDOPENH_22,DEFOPENS_22,TFWS_22,DEFROBCS_22,EWS_22,PWDROBC_22,DEFRSCS_22,DEFOBCS_22,MI_22,LNT3S_22,GOPENS_23,GOPENH_23,GOPENO_23,GSCS_23,GSCH_23,GSCO_23,GSTS_23,GSTH_23,GVJS_23,GVJH_23,GNT1S_23,GNT1H_23,GNT2S_23,GNT2H_23,GNT2O_23,GNT3S_23,GNT3H_23,GOBCS_23,GOBCH_23,GOBCO_23,LOPENS_23,LOPENH_23,LOPENO_23,LSCS_23,LSCH_23,LSCO_23,LSTS_23,LSTH_23,LVJS_23,LVJH_23,LNT1S_23,LNT1H_23,LNT2S_23,LNT2H_23,LOBCS_23,LOBCH_23,LOBCO_23,PWDOPENS_23,PWDOPENH_23,DEFOPENS_23,TFWS_23
1002,"Government College of Engineering, Amravati ",100219110,1,Government,9698,0,0,16599,0,0,28642,0,11127,0,0,0,0,0,19612,0,0,10381,0,0,11430,0,0,8428,0,0,16408,0,0,40288,0,24633,0,0,0,11019,0,11580,0,0,29243,0,15132,5336,23463,0,0,0,0,12517,0,0,22798,0,0,48088,0,17483,0,17926,0,0,22831,0,0,14822,0,14638,0,0,14417,0,0,25506,0,0,40879,0,17255,0,0,0,22621,0,18303,0,0,0,0,35039,9631,36639,14097,0,0,0,0,21750,0,0,32144,0,0,49581,0,0,30806,0,23850,0,23704,0,0,44825,0,25843,0,0,22019,0,0,27275,0,0,57303,0,33671,0,68369,0,47003,0,23336,0,0,62892,0,46444,16897,71028,26147,0,0,0,0,40678,0,0,55830,0,0,86718,0,0,45691,0,0,41586,0,0,51711,0,0,49334,0,46967,0,0,30535,0,0,50420,0,0,79098,0,40679,0,0,0,72814,0,41709,0,0,0,0,88218,19635,98060,52672,0,0,0,0,0,40741.6255,0,0,55229.34,0,0,87071.9945,0,45991.887,0,41053.0165,0,51873.078,0,0,48629.872,0,46358.527,0,0,31398.935,0,0,49989.3375,0,0,79357.721,0,40920.8815,0,13.4065,0,71897.758,0,41901.5485,0,0,14.87,0,87389.464,19643.60825
1002,"Government College of Engineering, Amravati ",100224210,2,Government,3389,0,0,9987,0,0,25392,0,11532,0,0,6564,0,0,11011,0,0,4271,0,0,4214,0,0,4800,0,0,9947,0,0,37210,0,0,0,5805,0,15665,0,5565,0,0,16496,0,9095,2601,7945,0,0,0,0,4109,0,0,10315,0,0,32442,0,13537,0,7607,0,0,8402,0,0,9385,0,4671,0,0,3952,0,0,12391,0,0,33669,0,0,0,13863,0,7216,0,4383,0,0,36709,0,12165,3662,16708,5821,0,0,0,0,4731,0,0,8734,0,0,32517,0,0,16689,0,9216,0,5013,0,0,10315,0,5452,0,0,4280,0,0,13443,0,0,24468,0,13177,0,8590,0,15015,0,5729,0,0,27025,0,11104,3541,0,5378,0,0,0,0,6412,0,0,9920,0,0,41139,0,0,17056,0,0,7766,0,0,9524,0,0,10818,0,6904,0,0,4603,0,0,8998,0,0,32400,0,15893,0,7378,0,14019,0,6218,0,0,79110,0,15876,4763,0,7872,79305,0,0,0,0,6386.9795,0,0,9330.2775,0,0,41108.552,0,16616.5015,0,8209.2855,0,9413.485,0,0,11427.4645,0,6875.3675,0,0,4455.7465,0,0,9158.6785,0,0,32305.154,0,16099.9375,0,6962.0905,0,14289.8085,0,6175.0715,0,0,79473.5635,0,15774.202,4860.7685
1002,"Government College of Engineering, Amravati ",100224610,2,Government,6384,0,0,14928,0,0,47901,0,15715,0,0,8476,0,0,11866,0,0,0,0,0,7085,0,0,7185,0,0,14032,0,0,47564,0,20594,0,0,0,0,0,8013,0,0,42473,0,0,4136,14348,0,0,9424,0,6194,0,0,16108,0,0,38361,0,13931,0,10163,0,0,11149,0,0,0,0,6851,0,0,6948,0,0,15699,0,0,28410,0,28682,0,0,0,0,0,7926,0,0,0,0,19427,5502,20732,7351,0,0,26192,0,6919,0,0,15257,0,0,44970,0,0,22403,0,12800,0,10065,0,0,13598,0,7557,0,0,7932,0,0,17620,0,0,38033,0,28406,0,17143,0,17062,0,8290,0,0,62864,0,22103,5980,0,8743,0,0,0,0,8456,0,0,13932,0,0,44445,0,0,16510,0,0,9228,0,0,9942,0,0,20505,0,8735,0,0,8400,0,0,14435,0,0,31172,0,0,0,21744,0,17754,0,9179,0,0,80636,0,24544,7435,0,9683,93664,0,0,0,0,8251.9635,0,0,14318.6925,0,0,44248.315,0,16223.5195,0,9153.7315,0,9336.703,0,0,20588.2075,0,9276.9655,0,0,8251.693,0,0,14367.6305,0,0,31546.3165,0,19.0065,0,22031.4405,0,18000.296,0,9221.141,0,0,80348.067,0,24112.507,6875.712
1002,"Government College of Engineering, Amravati ",100229310,3,Government,9970,0,0,14941,0,0,34814,0,12975,0,0,12281,0,0,16679,0,0,15062,0,0,11824,0,0,9848,0,0,14748,0,0,22900,0,19637,0,0,0,0,0,11785,0,0,43017,0,0,6238,27948,0,0,25896,0,13652,0,0,20262,0,0,58904,0,19003,0,23935,0,0,16140,0,0,33764,0,15448,0,0,15527,0,0,20627,0,0,22693,0,0,0,16635,0,24621,0,16892,0,0,0,0,48882,9912,0,13448,66643,0,0,0,18371,0,0,31678,0,0,42891,0,0,40873,0,34210,0,20292,0,0,58257,0,21196,0,0,19487,0,0,23172,0,0,31032,0,62714,0,40853,0,32862,0,22983,0,0,82209,0,38413,15892,45518,24661,0,0,0,0,26610,0,0,35923,0,0,80097,0,0,48372,0,0,27089,0,0,36467,0,0,39928,0,30649,0,0,26549,0,0,29692,0,0,48168,0,40479,0,0,0,28122,0,25800,0,0,54377,0,78548,18803,110745,35192,0,0,0,0,0,26619.0755,0,0,36036.0345,0,0,79989.637,0,48976.0975,0,26628.7885,0,37040.064,0,0,39398.0965,0,31348.8145,0,0,26596.233,0,0,29304.32725,0,0,48784.255,0,41391.39,0,17.8565,0,28183.49125,0,25375.503,0,0,54241.4025,0,77900.165,18604.9335
1002,"Government College of Engineering, Amravati ",100237210,3,Government,9525,0,0,18302,0,0,53515,0,25986,0,0,20491,0,0,14066,0,0,16367,0,0,11196,0,0,9554,0,0,18700,0,0,45246,0,0,0,18197,0,20012,0,10562,0,0,0,0,0,6201,25905,12050,0,0,0,10626,0,0,21248,0,0,56884,0,32694,0,14870,0,0,13855,0,0,28497,0,11529,0,0,11257,0,0,26749,0,0,50427,0,19954,0,0,0,0,0,13435,0,0,0,0,28266,9087,0,10882,53649,0,0,0,11873,0,0,22400,0,0,68170,0,0,23750,0,19500,0,14001,0,0,14878,0,13381,0,0,11592,0,0,18592,0,0,65264,0,48989,0,18397,0,39233,0,12636,0,0,0,0,31468,8906,0,12824,63913,0,0,0,15492,0,0,22933,0,0,64864,0,0,28519,0,0,20509,0,0,19466,0,0,26282,0,15967,0,0,14248,0,0,22745,0,0,102922,0,44740,0,20321,0,27605,0,13964,0,0,100795,0,30393,11631,0,16352,104414,0,0,0,0,15487.8275,0,0,22773.6105,0,0,65999.624,0,28463.97625,0,20564.046,0,19460.17375,0,0,26663.143,0,15858.719,0,0,14283.0865,0,0,22658.6755,0,0,102494.1775,0,44145.9385,0,20508.503,0,27832.91375,0,14236.406,0,0,99967.0815,0,29283.16025,11738.9915
1002,"Government College of Engineering, Amravati ",100246610,4,Government,13660,0,0,25951,0,0,54048,0,0,0,0,0,0,0,22245,0,0,0,0,0,16212,0,0,14218,0,0,25812,0,0,37498,0,0,0,22274,0,31875,0,15197,0,0,0,0,0,11071,57153,0,0,0,0,21366,0,0,41215,0,0,0,0,82782,0,0,0,0,0,0,0,28873,0,22155,0,0,21097,0,0,44474,0,0,0,0,0,0,0,0,28439,0,21611,0,0,0,0,0,17283,0,18097,0,0,0,0,35736,0,0,46114,0,0,0,0,0,70900,0,83386,0,47051,0,0,0,0,42004,0,0,33732,0,0,41257,0,0,0,0,0,0,0,0,0,0,38019,0,0,0,0,0,27830,0,41599,0,0,0,0,49414,0,0,65659,0,0,112169,0,0,0,0,0,0,0,0,74875,0,0,0,0,52428,0,0,46383,0,0,64077,0,0,0,0,0,0,0,0,0,0,48202,0,0,0,0,113852,30615,0,51690,0,0,0,0,0,49007.542,0,0,65759.927,0,0,112354.7835,0,17.8565,0,13.394,0,74118.5455,0,0,2.8955,0,52878.02,0,0,46350.402,0,0,62901.3355,0,0,2.614,0,0,0,2.614,0,5.1925,0,48791.347,0,0,0,0,113482.478,31199.206
1002,"Government College of Engineering, Amravati ",100261210,4,Government,7194,0,0,14267,0,0,33295,0,13821,0,0,9776,0,0,14168,0,0,13239,0,0,8849,0,0,11926,0,0,18357,0,0,85591,0,14226,0,0,0,21098,0,12158,0,0,48224,0,0,5197,23834,0,0,0,0,11560,0,0,19399,0,0,44560,0,16552,0,14771,0,0,15415,0,0,0,0,12848,0,0,21613,0,0,31556,0,0,65740,0,57809,0,56398,0,0,0,84117,0,0,29476,0,9353,74823,14806,0,0,0,24550,0,21324,0,0,33298,0,0,60169,0,0,33218,0,58862,0,27800,0,0,29310,0,23781,0,0,34253,0,0,39159,0,0,66488,0,74971,0,38673,0,78112,0,36518,0,0,0,0,0,17382,0,28658,0,0,0,0,34421,0,0,42806,0,0,109621,0,0,48115,0,0,47757,0,0,43267,0,0,63985,0,39664,0,0,40195,0,0,61058,0,0,97556,0,0,0,81559,0,54000,0,42993,0,0,0,0,64866,21335,0,49115,0,0,0,0,0,34417.4565,0,0,42170.7855,0,0,109035.5145,0,48813.416,0,49163.1585,0,42176.5605,0,0,62836.5495,0,39598.575,0,0,40587.8555,0,0,61252.217,0,0,97271.8895,0,19.0145,0,81652.7955,0,54071.6695,0,42055.8475,0,0,5.1925,0,66004.148,21202.6535
1005,"Sant Gadge Baba Amravati University,Amravati ",100550310,5,University,0,21194,0,0,23289,0,0,0,0,0,0,0,0,0,0,56941,0,0,0,0,0,21937,0,0,19086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16610,68905,0,0,0,0,0,36956,0,0,60774,0,0,58996,0,0,0,0,0,0,0,0,0,0,0,39782,0,0,23296,0,0,43826,0,0,0,0,0,0,0,0,0,0,36676,0,0,0,0,17216,0,50606,0,0,0,0,0,52175,0,0,53108,0,0,85805,0,0,0,0,0,0,62578,0,0,0,0,53282,0,0,45880,0,0,0,0,0,0,0,0,0,0,0,0,0,47948,0,0,0,0,19231,0,73052,0,0,0,0,0,56459,0,0,89272,0,0,0,0,0,64230,0,0,100270,0,0,0,0,0,0,0,56723,0,0,24039,0,0,0,0,0,0,0,0,0,0,0,0,0,46268,0,0,0,0,34335,0,107964,0,0,0,0,0,0,55091.1105,0,0,89481.6265,0,0,17.8565,0,62808.45,0,99168.41,0,14.8735,0,0,0,0,55091.716,0,0,23975.196,0,0,2.8955,0,0,0,0,0,0,0,0,0,0,46315.0095,0,0,0,0,34393.0565
1005,"Sant Gadge Baba Amravati University,Amravati ",100551710,5,University,0,32067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32070,0,0,20286,0,0,40015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23810,0,0,0,0,0,0,68673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79418,0,0,37275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33079,0,75665,0,0,0,0,0,75660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27453,0,94151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77244,0,0,0,0,0,0,0,0,0,0,0,0,0,84752,0,0,0,0,48609,0,96766,0,0,0,0,0,0,19.0145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1925,0,0,77613.3465,0,0,2.614,0,0,0,0,0,0,0,0,0,0,84901.2845,0,0,0,0,49006.5485
1005,"Sant Gadge Baba Amravati University,Amravati ",100552710,5,University,0,32029,0,0,42878,0,0,0,0,50062,0,0,0,0,0,0,0,0,0,0,0,33506,0,0,24884,0,0,42910,0,0,0,0,0,0,0,0,0,0,32783,0,0,0,0,10365,27294,0,0,0,0,0,52216,0,0,71404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62765,0,0,22306,0,0,72356,0,0,0,0,0,0,0,0,0,0,60363,0,0,0,0,29721,0,32415,0,0,0,0,0,94447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15845,0,50675,0,0,0,0,0,110078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115429,0,0,0,0,0,0,111065.7865,0,0,5.1925,0,0,0,0,2.614,0,0,0,0,0,0,0,0,5.1925,0,0,89346.974,0,0,5.1925,0,0,0,0,0,0,0,0,0,0,5.1925,0,0,0,0,19.0145
1012,"Government Engineering College, Yavatmal ",101219110,1,Government,0,20224,0,0,24430,0,0,42853,0,21578,0,0,21032,0,0,30217,0,0,0,0,0,22639,0,0,21303,0,0,29695,0,0,79205,0,0,0,0,0,31576,0,21775,0,0,68858,0,11976,46279,33227,0,0,0,0,30191,0,0,47909,0,0,52649,0,33405,0,48047,0,0,40317,0,0,52260,0,34861,0,0,30740,0,0,40657,0,0,68467,0,0,0,0,0,53070,0,35873,0,0,0,0,18252,0,31008,0,0,0,0,0,46862,0,0,64438,0,0,0,0,0,52216,0,59375,0,59586,0,0,51243,0,59168,0,0,49747,0,0,62468,0,0,0,0,0,0,0,0,0,0,55691,0,0,0,0,29974,0,45368,0,0,0,0,0,72032,0,0,107302,0,0,114482,0,0,85649,0,0,82211,0,0,83614,0,0,0,0,85512,0,0,68900,0,0,75744,0,0,0,0,0,0,0,0,0,0,80795,0,0,0,0,56874,0,97934,0,0,0,0,0,0,71585.6455,0,0,106717.353,0,0,114616.1105,0,85655.826,0,82662.1135,0,83912.834,0,0,17.8655,0,85655.826,0,0,68486.03,0,0,76220.183,0,0,5.105,0,0,0,0,0,5.105,0,80427.1685,0,0,2.5265,0,55224.14
1012,"Government Engineering College, Yavatmal ",101224510,2,Government,0,16200,0,0,24420,0,0,62352,0,19364,0,0,20152,0,0,17319,0,0,18805,0,0,17466,0,0,15239,0,0,20795,0,0,0,0,0,0,0,0,0,0,16562,0,0,0,0,8142,28644,23339,0,0,0,0,22241,0,0,34997,0,0,64068,0,22858,0,29259,0,0,28087,0,0,32727,0,24042,0,0,22130,0,0,31393,0,0,0,0,0,0,36156,0,0,0,24298,0,0,0,18665,12856,35543,19604,0,0,0,0,0,20894,0,0,35679,0,0,62004,0,0,29302,0,31992,0,23867,0,0,45150,0,24376,0,0,17714,0,0,31778,0,0,0,0,0,0,0,0,0,0,20689,0,0,96102,39641,12286,51995,19104,0,0,0,0,0,24879,0,0,32136,0,0,79961,0,0,25236,0,0,29891,0,0,29197,0,0,32709,0,26900,0,0,19777,0,0,40577,0,0,47880,0,0,0,0,0,0,0,22081,0,0,0,48009,10149,74646,24163,0,0,0,0,0,0,25160.243,0,0,32534.9985,0,0,79958.4105,0,25233.875,0,29321.04825,0,29321.76425,0,0,32567.5285,0,26682.35,0,0,19585.99925,0,0,40806.776,0,0,48554.6725,0,0,0,2.8795,0,0,0,22093.1855,0,0,13.4065,48424.677,9331.0225
1012,"Government Engineering College, Yavatmal ",101229310,3,Government,0,23602,0,0,24667,0,0,52400,0,25281,0,0,25247,0,0,36490,0,0,0,0,0,25390,0,0,24796,0,0,33908,0,0,35060,0,0,0,53061,0,39425,0,25418,0,0,0,21902,15271,59094,0,0,0,0,0,44684,0,0,51906,0,0,72661,0,46710,0,51982,0,0,44986,0,0,0,0,46366,0,0,40448,0,0,42591,0,0,0,0,45195,0,0,0,51705,0,45012,0,0,0,0,19713,0,49493,0,0,0,0,0,54441,0,0,69809,0,0,69650,0,0,61826,0,86402,0,68669,0,0,93198,0,67069,0,0,57895,0,0,88897,0,0,62028,0,0,0,0,0,0,0,67684,0,0,0,0,43233,0,48295,0,0,0,0,0,59291,0,0,89956,0,0,95997,0,0,67364,0,0,84691,0,0,64003,0,0,72385,0,66703,0,0,50247,0,0,87804,0,0,0,0,0,0,0,0,0,0,55708,0,0,0,117538,44044,0,71061,0,0,0,0,0,0,60114.031,0,0,90542.5765,0,0,97261.8895,0,67801.481,0,84739.388,0,62771.09,0,0,72007.0435,0,66242.496,0,0,50385.808,0,0,87212.4185,0,0,14.8735,0,2.8955,0,2.614,0,5.1925,0,55341.4485,0,0,0,118344.4933,44120.6285
1012,"Government Engineering College, Yavatmal ",101237210,3,Government,0,27811,0,0,34377,0,0,0,0,29407,0,0,0,0,0,42335,0,0,38591,0,0,29862,0,0,19758,0,0,31675,0,0,0,0,0,0,0,0,0,0,27628,0,0,0,20477,15710,71233,0,0,0,0,0,41097,0,0,76524,0,0,0,0,53313,0,46913,0,0,41819,0,0,61455,0,43178,0,0,39563,0,0,42611,0,0,0,0,55758,0,77876,0,42583,0,39586,0,0,0,0,21676,0,33465,0,0,0,0,0,38995,0,0,60930,0,0,0,0,0,61869,0,47376,0,57438,0,0,71515,0,48463,0,0,32414,0,0,51703,0,0,0,0,0,0,0,0,0,0,43038,0,0,0,0,21526,0,37373,0,0,0,0,0,41714,0,0,63707,0,0,0,0,0,66207,0,0,51553,0,0,50917,0,0,68536,0,47845,0,0,39093,0,0,53982,0,0,0,0,0,0,0,0,0,0,41348,0,0,0,101980,25137,102806,44532,0,0,0,0,0,0,42279.612,0,0,62546.893,0,0,0,0,66245.396,0,51640.2875,0,50436.575,0,0,68447.1385,0,48788.1345,0,0,38765.103,0,0,54254.77,0,0,0,0,2.8955,0,2.8955,0,2.8955,0,41379.3005,0,0,0,102890.1005,25257.4335
1012,"Government Engineering College, Yavatmal ",101261210,4,Government,0,19259,0,0,28386,0,0,53322,0,22405,0,0,21199,0,0,19492,0,0,0,0,0,22356,0,0,25768,0,0,33456,0,0,0,0,42961,0,0,0,0,0,27213,0,0,0,0,14583,85514,0,0,0,39382,0,36429,0,0,54876,0,0,87809,0,41485,0,54470,0,0,46949,0,0,81668,0,41751,0,0,46653,0,0,53814,0,0,0,0,0,0,0,0,0,0,66604,0,0,0,0,23560,0,43235,0,0,0,0,0,51963,0,0,94301,0,0,89614,0,0,55325,0,62437,0,68491,0,0,57076,0,63708,0,0,65964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91200,32841,0,51340,0,0,0,0,0,70771,0,0,100838,0,0,120495,0,0,72461,0,0,92687,0,0,95363,0,0,108413,0,84149,0,0,96418,0,0,108877,0,0,0,0,0,0,0,0,0,0,102356,0,0,0,0,48386,0,59474,0,0,0,0,0,0,70294.717,0,0,99554.255,0,0,120533.0873,0,72208.0625,0,92546.9845,0,97222.0195,0,0,108767.68,0,83941.005,0,0,97312.1855,0,0,108719.2065,0,0,0,0,2.614,0,0,0,0,0,103004.3585,0,0,0,13.394,49008.215
